"Rhoto.Ac.1"	"Rhoto.Ac.2"	"Rhoto.Ac.3"	"Rhoto.Glc.1"	"Rhoto.Glc.2"	"Rhoto.Glc.3"	"Rhoto.So.1"	"Rhoto.So.2"	"Rhoto.So.3"	"Rhoto.Xyl.1"	"Rhoto.Xyl.2"	"Rhoto.Xyl.3"	"Rhoto.YP.1"	"Rhoto.YP.2"	"Rhoto.YP.3"
"mRNA_3304"	1732	1091	1615	3308	2930	2860	1689	1890	1973	2160	2679	2340	1472	1430	686
"mRNA_3305"	113	112	134	280	237	223	166	195	246	191	181	171	160	177	110
"mRNA_3306"	930	733	827	846	759	527	667	899	802	617	767	642	1158	867	895
"mRNA_3307"	887	943	1023	1286	1445	1064	1225	1440	1691	1263	1333	1200	1830	1490	1286
"mRNA_3308"	313	384	465	362	341	208	765	640	822	177	215	246	1002	769	848
"mRNA_3309"	1043	1571	1390	1025	1263	539	2520	2455	2552	1052	1327	1257	3582	2549	3069
"mRNA_3310"	169	183	218	447	458	295	554	530	911	489	499	521	400	471	279
"mRNA_3311"	2294	2008	2235	2618	2608	1977	939	797	1148	465	429	388	415	581	359
"mRNA_3312"	217	144	208	480	459	431	275	349	609	320	317	317	299	318	240
"mRNA_3313"	4286	4329	5293	10346	4713	4321	7221	8979	9537	4526	5536	4820	4825	4249	3169
"mRNA_3314"	7277	9051	9287	15240	7121	7115	11970	14086	14467	5662	6873	6656	7865	7073	6090
"mRNA_3315"	49	105	121	6302	7658	7277	69	243	619	1330	1637	1872	1016	1564	20
"mRNA_3316"	449	524	608	789	759	636	805	843	1104	778	832	663	1044	787	673
"mRNA_3317"	1209	883	1347	257	271	219	822	938	1197	362	343	297	546	713	268
"mRNA_3318"	5947	5726	5976	282	214	230	2283	2354	3146	1378	524	353	1123	1941	852
"mRNA_3319"	358	468	462	1422	1102	882	272	258	466	478	549	483	245	210	111
"mRNA_3320"	1386	1667	1753	1636	1328	1249	879	1452	2141	463	910	642	381	617	245
"mRNA_3321"	12538	8018	11651	294	221	257	5363	4858	3957	338	490	407	23499	18915	11808
"mRNA_3322"	720	484	545	524	484	428	377	466	505	571	574	490	689	537	502
"mRNA_3323"	1397	1541	1542	685	1020	840	1762	1563	1987	878	881	780	4025	3204	4195
"mRNA_3324"	10	9	12	18	22	22	23	27	28	14	22	10	30	38	34
"mRNA_3325"	0	1	3	0	0	0	0	0	1	0	0	0	2	1	3
"mRNA_3326"	876	1869	1335	534	377	418	1720	1465	1689	611	731	706	804	752	2554
"mRNA_3327"	2879	2782	3695	6725	5162	3531	4929	5304	6059	5576	6732	5755	3007	3294	1571
"mRNA_3328"	295	561	439	1737	1152	1483	719	727	1741	647	636	691	407	455	350
"mRNA_3329"	1290	1256	1583	5793	3728	4582	2495	2645	5312	2356	2634	2243	1686	1869	1462
"mRNA_3330"	33	23	37	24	22	16	27	35	48	17	28	19	57	49	95
"mRNA_3331"	756	697	635	871	647	686	608	625	758	664	683	502	929	781	665
"mRNA_3332"	1144	1020	982	1385	994	803	666	793	773	762	708	598	780	638	635
"mRNA_3333"	288	280	391	469	541	508	581	630	929	499	536	551	611	704	388
"mRNA_3334"	4928	5122	5474	5197	4914	3389	5183	6286	6453	4897	5645	4967	5150	5015	2911
"mRNA_3335"	7	12	15	5	14	6	6	13	5	15	7	4	16	9	4
"mRNA_3336"	526	514	616	494	601	418	469	603	926	524	587	506	858	787	608
"mRNA_3337"	1645	888	1775	1016	778	604	1673	1616	1651	776	864	852	1759	1627	1322
"mRNA_3338"	323	329	349	494	358	343	310	284	608	207	175	151	328	285	303
"mRNA_3339"	699	682	760	786	743	524	793	784	971	697	784	737	924	790	736
"mRNA_3340"	945	896	1092	1714	1824	1092	1869	1936	2600	1578	1988	1638	1935	1600	1417
"mRNA_3341"	1765	1310	1886	1936	1772	1304	2184	2040	2406	1800	2035	1747	2540	1876	2696
"mRNA_3342"	249	259	363	615	515	525	240	304	581	230	252	231	347	384	451
"mRNA_3343"	284	156	275	325	318	222	227	277	261	302	299	212	276	233	143
"mRNA_3344"	8	11	17	401	358	357	15	22	31	839	608	506	29	14	19
"mRNA_3345"	670	867	882	13535	4678	4969	777	959	1600	1212	1203	1377	215	291	230
"mRNA_3346"	627	751	902	694	971	710	967	1014	1456	1014	1143	1235	1114	1099	882
"mRNA_3347"	26	33	36	321	242	329	69	85	176	37	34	21	59	82	21
"mRNA_3348"	3783	3777	4182	17657	15123	15511	8722	7760	10075	8205	8872	8425	3887	6046	505
"mRNA_3349"	811	679	733	1329	751	998	517	670	644	634	707	716	681	630	765
"mRNA_3350"	603	596	892	9720	11934	13226	1341	2128	3756	1756	2534	2498	4373	4872	579
"mRNA_3351"	896	1112	959	924	958	821	1229	1415	1479	928	1221	1055	2108	1803	1583
"mRNA_3352"	1201	2051	2761	2568	1995	2297	5033	3800	8261	1030	1420	2030	2666	3417	3273
"mRNA_3353"	134	241	282	1061	2214	1647	226	425	724	1147	1463	1540	1020	1140	168
"mRNA_3354"	1063	1336	1654	1653	1699	1448	2179	2118	2870	1506	1729	1952	2971	2728	2610
"mRNA_3355"	2121	1238	1993	833	1543	958	831	835	1062	891	866	950	597	841	271
"mRNA_3356"	324	305	316	636	527	596	435	433	498	388	432	352	686	554	547
"mRNA_3357"	633	462	591	1073	772	994	514	602	623	689	758	564	750	560	410
"mRNA_3358"	17	31	13	21	12	13	24	44	32	24	17	9	115	118	51
"mRNA_3359"	28	22	30	22	14	15	29	35	28	8	20	9	118	99	69
"mRNA_3360"	974	823	858	1248	1059	794	797	910	918	859	979	752	1027	745	765
"mRNA_3361"	1152	1507	1249	671	596	429	1436	1573	1687	826	934	792	1921	1437	1766
"mRNA_3362"	69	82	79	499	1133	1081	63	98	181	455	499	616	356	373	27
"mRNA_3363"	1196	918	930	1207	1209	951	603	795	694	813	813	704	730	679	455
"mRNA_3364"	405	421	573	1030	1057	815	683	730	942	684	809	828	753	705	597
"mRNA_3365"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"mRNA_3366"	558	380	545	33	22	28	276	241	181	50	49	48	923	833	487
"mRNA_3367"	28	35	33	44	13	22	34	65	97	8	5	12	105	167	83
"mRNA_3368"	225	342	439	917	1497	1129	367	383	622	961	1203	1365	517	436	179
"mRNA_3369"	409	458	404	732	578	515	559	693	716	581	649	571	709	616	688
"mRNA_3370"	12	28	13	61	45	47	14	30	43	52	44	39	29	33	34
"mRNA_3371"	156	239	269	568	612	610	508	436	962	245	328	400	461	666	646
"mRNA_3372"	453	560	496	62	193	145	400	460	541	106	133	114	864	692	670
"mRNA_3373"	2093	2430	2924	1839	2314	1427	419	407	712	1569	1669	1528	379	411	341
"mRNA_3374"	1573	1713	2028	417	487	365	1143	1353	1799	753	744	712	1884	1624	1797
"mRNA_3375"	11	9	10	58	42	28	14	7	25	25	23	17	26	19	16
"mRNA_3376"	540	700	670	929	788	650	762	1008	1113	854	964	784	935	732	676
"mRNA_3377"	249	337	329	8	6	1	552	685	1094	1735	1345	1603	1536	1696	645
"mRNA_3378"	42	41	46	142	117	126	92	122	187	51	49	58	62	72	113
"mRNA_3379"	103	110	104	234	259	220	271	291	364	257	293	195	360	284	349
"mRNA_3380"	387	459	530	921	1443	1291	629	672	1190	779	900	916	1512	1379	1113
"mRNA_3381"	1247	1774	1556	2129	1935	1477	1862	2072	2638	1497	1866	2014	2528	2426	1679
"mRNA_3382"	566	568	652	993	821	839	730	722	1082	613	715	679	834	738	757
"mRNA_3383"	635	752	711	1958	1497	1293	1367	1544	1825	1265	1468	1145	1692	1397	1386
"mRNA_3384"	10419	12752	12529	8143	5742	4904	17526	18731	18759	7211	8309	8241	14158	13103	16100
"mRNA_3385"	368	324	287	398	489	350	486	597	662	518	565	471	678	481	880
"mRNA_3386"	2118	1792	2171	2304	1743	1271	2833	2958	3285	2307	2471	2208	2684	2282	1919
"mRNA_3387"	309	276	361	309	256	201	308	393	459	227	313	280	440	394	309
"mRNA_3388"	1145	1229	1310	3537	2011	1524	1666	2312	2705	3454	4134	3333	1334	1343	467
"mRNA_3389"	10577	9553	12955	10752	7769	7734	22562	17663	26083	11736	12526	12346	19995	15966	17452
"mRNA_3390"	274	512	584	1939	1629	1539	1395	1339	1877	868	1153	1252	2026	1659	1340
"mRNA_3391"	2010	1307	2085	441	579	380	1472	1694	1970	1128	1311	1359	1591	1487	1245
"mRNA_3392"	882	604	728	655	682	581	479	529	521	630	504	537	344	399	290
"mRNA_3393"	588	500	697	1838	2297	2260	424	466	791	791	948	827	682	913	273
"mRNA_3394"	72	62	68	252	300	137	160	182	212	166	141	137	143	117	131
"mRNA_3395"	628	420	586	958	771	714	761	818	884	510	598	611	888	738	858
"mRNA_3396"	4	2	10	0	1	0	10	34	22	5	1	6	7	5	20
"mRNA_3397"	101	113	110	312	232	229	240	254	468	116	135	124	244	184	182
"mRNA_3398"	613	558	898	1024	1026	811	511	469	708	916	1016	1089	763	690	665
"mRNA_3399"	1169	1276	1488	1257	1262	1080	1754	1811	2726	941	1074	1199	4274	3054	8386
"mRNA_3400"	798	730	731	652	647	582	715	875	1001	656	616	484	1614	1100	2365
"mRNA_3401"	7666	10294	6728	6741	5507	4274	5499	7029	7373	6654	6058	4720	6744	4928	3696
"mRNA_3402"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"mRNA_3403"	1	0	1	0	1	0	1	0	0	2	0	0	0	0	0
"mRNA_3404"	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1
"mRNA_3405"	559	473	690	605	576	450	916	1154	1306	921	958	875	1459	1136	1137
"mRNA_3406"	55	89	143	207	193	214	220	166	393	63	96	239	86	167	118
"mRNA_3407"	1455	2084	2907	4157	4241	3742	4343	3775	7027	1978	2916	4109	2566	3716	2490
"mRNA_3408"	1278	1382	1519	5221	6216	4964	1127	1608	1961	1720	2255	2251	1413	2449	302
"mRNA_3409"	4495	7143	7983	7529	7114	7023	15309	12373	22809	4105	4991	6525	29292	25189	44761
"mRNA_3410"	16743	15214	22448	120	124	151	17173	12544	10875	591	845	756	9897	9296	35968
"mRNA_3411"	313	290	408	353	622	488	272	292	492	262	282	267	221	268	148
"mRNA_3412"	1117	1292	1267	3462	2496	1961	1632	1642	1851	1957	2413	2186	1570	1417	653
"mRNA_3413"	1658	1668	1723	747	877	634	3867	3746	4129	1415	1642	1485	4078	3481	2385
"mRNA_3414"	0	0	0	0	0	1	1	5	2	0	0	0	0	0	2
"mRNA_3415"	236	346	506	917	973	829	719	622	1383	390	527	882	719	986	984
"mRNA_3416"	1464	1342	1915	207	254	230	1498	1351	1859	667	723	821	1768	1910	1896
"mRNA_3417"	211	215	302	642	637	544	561	508	922	531	591	631	585	541	507
"mRNA_3418"	17	27	16	39	49	24	50	45	45	48	43	43	55	31	43
"mRNA_3419"	242	402	486	1114	989	851	728	619	1474	762	855	974	706	829	817
"mRNA_3420"	65	61	96	353	540	489	371	345	529	205	260	238	340	329	200
"mRNA_3421"	2219	2099	2686	3943	3448	2902	2591	2487	3120	2068	2696	2742	2447	2365	2059
"mRNA_3422"	342	325	340	252	372	241	529	574	617	248	345	331	566	470	405
"mRNA_3423"	928	1159	777	980	964	729	1112	1192	1367	922	982	776	1803	1333	901
"mRNA_3424"	140	201	127	24	15	12	72	64	116	14	21	18	99	94	59
"mRNA_3425"	2939	2286	2829	1627	1243	1000	2984	3404	3273	1670	1879	1659	3201	3285	2053
"mRNA_3426"	277	244	234	309	237	217	464	485	683	318	353	278	832	685	469
"mRNA_3427"	28	34	43	37	22	23	81	85	99	22	44	35	87	112	61
"mRNA_3428"	677	684	1072	547	613	428	1430	1539	2376	645	857	1074	704	1073	264
"mRNA_3429"	118	219	133	584	920	939	215	350	376	226	303	282	601	587	299
"mRNA_3430"	2	2	3	2	3	7	5	2	2	0	0	0	22	5	12
"mRNA_3431"	513	495	635	648	657	471	782	754	1152	650	786	738	658	653	691
"mRNA_3432"	367	571	521	489	423	392	460	456	726	343	384	394	590	591	545
"mRNA_3433"	509	464	533	609	484	383	807	889	965	720	758	601	1319	1060	765
"mRNA_3434"	10853	6960	10248	3362	2939	2094	11681	11018	13109	5874	6195	5192	7082	6852	4894
"mRNA_3435"	658	652	901	1315	1172	1010	773	872	1083	685	910	1147	473	736	461
"mRNA_3436"	988	879	1087	2427	1872	1850	1204	1383	2065	1286	1405	1139	1444	1396	723
"mRNA_3437"	2838	2339	2817	2360	2036	1548	2997	3458	3480	1815	2322	2084	3382	2863	2609
"mRNA_3438"	185	194	267	529	562	560	373	356	561	344	376	454	530	442	585
"mRNA_3439"	371	461	690	1201	1218	1165	1043	887	1917	526	719	895	717	955	694
"mRNA_3440"	13	9	20	62	48	58	8	13	36	57	43	54	32	31	34
"mRNA_3441"	440	334	436	427	496	402	390	393	561	386	408	366	644	568	423
"mRNA_3442"	318	310	391	350	465	326	314	341	473	535	547	422	372	307	430
"mRNA_3443"	349	297	318	251	435	288	599	688	720	488	530	533	596	490	558
"mRNA_3444"	0	0	1	0	0	0	0	0	1	2	0	2	0	0	0
"mRNA_3445"	589	558	633	325	273	201	624	643	775	483	512	502	1075	799	772
"mRNA_3446"	1132	1379	1602	1416	1182	757	5164	5520	5709	2530	3177	2871	5143	4397	3357
"mRNA_3447"	44	78	49	205	256	231	90	153	250	152	159	197	87	104	96
"mRNA_3448"	17	60	22	164	141	158	66	126	153	122	147	117	64	104	119
"mRNA_3449"	1129	849	1252	799	1192	732	1681	1624	2035	1358	1471	1397	3678	2431	3010
"mRNA_3450"	848	583	963	658	658	512	701	695	905	501	607	715	691	722	546
"mRNA_3451"	5202	3743	5028	1581	1361	1526	1279	756	1028	992	1149	1118	591	696	334
"mRNA_3452"	123	145	163	279	247	180	157	206	259	222	237	223	142	154	117
"mRNA_3453"	1380	1128	1294	1331	1078	1052	1388	1439	1907	1376	1219	1110	1951	1505	1824
"mRNA_3454"	156	125	147	374	336	291	193	302	340	224	260	204	178	162	137
"mRNA_3455"	303	364	239	248	228	185	258	264	312	249	257	191	221	219	297
"mRNA_3456"	39	43	47	74	329	123	92	73	91	226	200	202	125	159	204
"mRNA_3457"	152	169	138	321	460	271	235	193	342	493	449	393	158	125	140
"mRNA_3458"	51	76	101	212	282	217	146	178	281	211	262	252	200	210	107
"mRNA_3459"	109	187	155	447	497	464	439	555	893	381	439	384	443	482	156
"mRNA_3460"	16480	18957	28224	14311	7723	6497	29038	25349	35961	9293	12070	11990	29232	25597	21169
"mRNA_3461"	187	191	297	1136	1205	820	396	397	1187	4633	6121	4296	1023	1155	166
"mRNA_3462"	401	442	684	849	1298	1136	1097	1102	1880	1132	1530	1590	1728	1505	1233
"mRNA_3463"	82	73	114	874	634	534	163	142	259	366	406	361	182	167	134
"mRNA_3464"	62	87	71	901	1577	1472	218	378	462	324	484	489	738	890	273
"mRNA_3465"	8	19	7	39	63	32	350	427	608	81	99	96	217	180	267
"mRNA_3466"	327	350	423	552	532	513	442	455	650	450	516	406	656	520	483
"mRNA_3467"	293	248	309	249	250	231	289	360	412	369	389	373	612	445	424
"mRNA_3468"	2	8	10	8	9	7	2	5	8	10	3	7	9	7	10
"mRNA_3469"	4576	4598	4703	1283	764	496	3206	3831	3892	774	846	829	6198	4511	4848
"mRNA_3470"	946	1213	1042	3846	2947	2762	1375	1672	2682	1613	1727	1418	1507	1155	940
"mRNA_3471"	394	565	574	722	559	596	618	642	992	517	651	658	521	558	516
"mRNA_3472"	2731	2657	1763	17	11	12	474	618	597	70	60	61	213	388	1067
"mRNA_3473"	2041	2843	4338	8851	5217	6116	7181	5130	11454	1597	2042	2864	3767	5565	4993
"mRNA_3474"	453	434	446	612	532	476	424	553	753	454	445	419	519	449	353
"mRNA_3475"	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
"mRNA_3476"	15270	14590	16311	11306	9725	7877	13960	13271	13902	8357	9163	9579	11972	11132	11541
"mRNA_3477"	1269	1563	1976	2385	2308	1475	2854	2843	3911	1311	1580	1649	2690	2861	2348
"mRNA_3478"	14	22	23	25	26	16	22	28	19	23	13	13	21	20	47
"mRNA_3479"	498	511	617	731	668	501	607	650	783	562	646	577	1042	644	1567
"mRNA_3480"	839	863	666	866	1008	660	680	685	694	932	930	766	1210	970	741
"mRNA_3481"	2742	2538	3119	147	315	230	2515	2439	2680	2155	2345	2834	1341	2061	355
"mRNA_3482"	379	301	459	120	161	123	463	464	617	267	286	376	260	389	152
"mRNA_3483"	53	57	34	4	5	15	38	34	54	31	18	46	26	35	15
"mRNA_3484"	0	0	0	54	21	41	1	2	14	5	6	4	2	2	3
"mRNA_3485"	1415	1058	1374	1897	1858	1908	1153	1440	1416	1133	1186	1223	1094	1275	781
"mRNA_3486"	114	112	186	899	2093	1659	324	643	864	951	1008	982	1331	1707	207
"mRNA_3487"	809	656	1168	229	158	148	242	237	344	109	132	125	512	576	273
"mRNA_3488"	53	41	59	100	87	78	69	74	118	95	104	113	101	147	97
"mRNA_3489"	995	870	796	965	846	723	676	844	885	802	772	696	1080	750	1132
"mRNA_3490"	2845	3670	4503	7451	6080	5652	5729	5651	7338	3060	4253	5182	4083	5335	2084
"mRNA_3491"	605	686	528	905	769	643	494	650	680	674	694	545	854	722	546
"mRNA_3492"	143	89	109	553	503	303	122	132	140	59	52	45	115	104	66
"mRNA_3493"	2022	2009	1948	2196	1918	1782	1874	2459	2213	1456	1788	1640	1833	1892	1620
"mRNA_3494"	257	209	288	642	519	404	340	406	391	332	402	373	395	401	205
"mRNA_3495"	461	539	450	742	568	500	427	511	600	448	579	411	677	543	276
"mRNA_3496"	370	533	518	877	839	651	999	917	1099	434	597	547	393	439	570
"mRNA_3497"	2252	1385	2310	2214	2345	1631	3146	3354	3041	2190	2508	2189	3443	3126	2471
"mRNA_3498"	797	843	759	436	411	240	734	870	936	530	551	391	1067	771	861
"mRNA_3499"	1410	1084	1472	4878	3213	2509	2342	2296	3365	2189	2775	2294	1557	1231	1247
"mRNA_3500"	520	548	616	1085	1085	841	524	500	710	614	757	774	504	440	324
"mRNA_3501"	1207	1391	1839	6195	5609	4643	1417	1919	2033	1856	2486	2678	2163	2516	1268
"mRNA_3502"	141	222	292	886	828	801	233	242	343	220	243	407	183	357	163
"mRNA_3503"	11	3	10	77	39	34	33	33	52	29	15	15	119	64	190
"mRNA_3504"	9	4	12	266	314	116	24	28	49	34	38	40	19	18	32
"mRNA_3505"	132	133	107	345	257	187	215	253	273	151	180	164	392	292	310
"mRNA_3506"	106	73	103	311	197	144	119	185	155	113	162	123	117	111	62
"mRNA_3507"	98	105	98	177	149	145	145	159	169	115	134	99	143	152	130
"mRNA_3508"	138	138	122	185	227	164	172	183	272	241	242	178	267	192	165
"mRNA_3509"	58	71	43	151	117	132	266	284	470	55	112	85	72	75	113
"mRNA_3510"	511	700	696	993	965	927	1165	958	1833	603	826	799	745	878	597
"mRNA_3511"	12	16	16	300	890	807	18	55	88	217	272	262	280	322	17
"mRNA_3512"	117	113	164	1900	3981	3389	379	462	1026	1240	1624	1645	1268	1292	86
"mRNA_3513"	515	678	765	1903	2035	2160	1274	1213	2365	766	949	1098	1141	1360	733
"mRNA_3514"	319	339	383	664	631	552	1836	2611	3952	1391	1548	1491	1216	1464	483
"mRNA_3515"	1205	1638	1690	3426	2930	2065	2145	2543	2787	1903	2470	2423	1575	1710	1002
"mRNA_3516"	150	111	151	1773	1640	1186	105	117	132	208	257	230	568	357	1538
"mRNA_3517"	52	37	61	681	2162	1746	130	164	305	781	933	953	1096	1192	232
"mRNA_3518"	808	685	906	1405	1400	1270	1269	1348	1640	813	927	802	2429	2080	1025
"mRNA_3519"	3474	3161	3386	5344	3029	3616	351	272	383	598	557	521	505	631	397
"mRNA_3520"	198	136	205	1064	375	516	103	72	75	69	62	54	114	109	113
"mRNA_3521"	27938	21411	19086	33003	29772	24109	12321	15474	17297	27528	26836	21591	10170	8500	4054
"mRNA_3522"	471	450	433	815	646	520	416	498	591	543	614	516	781	695	557
"mRNA_3523"	381	421	394	252	236	192	472	521	593	296	298	294	787	498	657
"mRNA_3524"	30	10	50	152	231	306	69	131	175	142	144	142	4580	1775	12612
"mRNA_3525"	1462	1954	2106	565	603	221	835	895	1896	347	573	629	444	723	512
"mRNA_3526"	733	878	1076	1160	1379	931	1322	1542	1997	1128	1321	1329	1570	1498	1181
"mRNA_3527"	235	220	327	151	191	111	450	418	590	366	440	449	536	392	452
"mRNA_3528"	119	81	120	156	273	249	128	166	279	189	257	200	2557	1126	6621
"mRNA_3529"	120	221	173	97	84	83	102	209	284	146	133	97	180	178	63
"mRNA_3530"	1385	1455	2194	2784	2347	2035	2715	2625	4039	1437	2006	2340	2146	2414	1408
"mRNA_3531"	2248	2055	2143	1388	1443	1026	800	972	899	867	884	826	892	817	676
"mRNA_3532"	179	123	156	119	213	121	152	160	169	199	187	145	264	207	197
"mRNA_3533"	498	682	656	1028	969	722	748	901	1026	920	1141	1079	1123	1063	603
"mRNA_3534"	0	0	0	2	2	0	0	0	0	0	0	1	3	0	1
"mRNA_3535"	340	253	294	374	317	248	246	325	505	375	386	330	361	352	203
"mRNA_3536"	28	59	24	58	65	49	21	39	59	33	29	22	29	11	21
"mRNA_3537"	135	98	120	78	55	34	373	368	277	20	20	19	405	271	367
"mRNA_3538"	111	114	87	114	166	134	177	204	267	112	175	185	202	169	180
"mRNA_3539"	151	169	160	226	208	158	406	626	682	307	341	297	534	504	301
"mRNA_3540"	822	667	864	1123	1111	851	879	951	1025	766	959	821	1213	1107	943
"mRNA_3541"	703	782	652	1250	769	617	679	718	877	808	818	790	1540	1546	668
"mRNA_3542"	496	457	588	1969	2572	2193	806	1143	1153	938	1222	1295	959	1266	293
"mRNA_3543"	95	136	153	977	1446	1322	201	426	489	520	618	538	914	1059	222
"mRNA_3544"	429	400	368	596	743	586	432	588	666	613	586	475	637	706	328
"mRNA_3545"	2801	2663	2917	3416	3471	3026	3247	3644	3626	2274	2474	2396	3630	3227	1677
"mRNA_3546"	2243	1927	2526	3948	2695	2539	2839	2657	3354	2623	2823	2410	3911	3122	2753
"mRNA_3547"	14470	15568	10171	23024	18830	15625	5819	8621	8415	14748	13986	11065	6566	5860	2531
"mRNA_3548"	275	148	199	281	223	253	107	156	227	300	256	247	193	176	90
"mRNA_3549"	1	2	0	10	3	10	3	3	1	7	5	1	1	0	2
"mRNA_3550"	255	298	466	541	571	476	617	553	891	284	300	402	331	530	293
"mRNA_3551"	652	556	886	1184	1137	1019	1174	1241	1763	786	884	901	960	1095	691
"mRNA_3552"	627	721	734	1475	1526	1301	859	885	1193	849	981	1108	1082	1003	942
"mRNA_3553"	19	26	13	386	242	221	52	76	89	115	126	122	125	76	86
"mRNA_3554"	2	3	7	6	1	2	9	11	10	0	0	0	6	12	18
"mRNA_3555"	6	14	6	33	38	36	14	14	40	18	13	13	20	14	32
"mRNA_3556"	1346	1757	2094	1306	2998	2040	5132	3503	4810	4255	5210	5441	1809	1625	3738
"mRNA_3557"	1080	1822	1569	2247	1737	1485	1373	1557	2080	1848	2314	1985	2780	2603	1421
"mRNA_3558"	527	532	681	1039	734	900	285	453	484	640	694	694	642	565	402
"mRNA_3559"	642	987	1126	129	192	87	4750	5154	5646	1792	1895	1726	8508	4768	4417
"mRNA_3560"	116	108	145	1131	1859	1835	281	423	559	593	694	638	743	1018	175
"mRNA_3561"	1400	1524	1668	2087	2222	1877	1901	2523	2545	2030	2585	2464	1790	1994	1289
"mRNA_3562"	80	79	138	91	131	84	98	117	124	107	109	114	76	83	46
"mRNA_3563"	1311	945	1229	1337	980	829	907	865	1088	507	429	415	773	606	485
"mRNA_3564"	82	74	90	284	286	216	144	144	199	246	247	210	128	91	220
"mRNA_3565"	2413	2297	2698	4107	2395	2729	2327	1699	2679	1332	1369	1393	804	1130	1016
"mRNA_3566"	565	477	647	638	697	463	629	772	740	720	772	671	878	809	621
"mRNA_3567"	527	478	545	687	678	546	528	613	795	649	544	527	866	772	624
"mRNA_3568"	637	479	579	620	562	418	630	702	674	442	487	414	1113	744	836
"mRNA_3569"	51	43	81	36	38	34	324	244	319	110	127	126	808	698	992
"mRNA_3570"	4544	4844	5661	623	792	691	6927	5998	8178	3223	3317	3874	7894	7142	9119
"mRNA_3571"	1013	861	727	486	448	410	473	666	581	489	516	371	824	700	457
"mRNA_3572"	533	490	533	833	777	645	556	696	733	552	661	535	962	729	837
"mRNA_3573"	44	62	88	217	119	122	113	166	206	61	107	94	88	75	60
"mRNA_3574"	7	16	22	192	152	126	39	39	58	52	84	56	36	32	27
"mRNA_3575"	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0
"mRNA_3576"	4	1	0	15	11	13	5	5	3	1	1	6	6	3	11
"mRNA_3577"	3242	2948	3727	6076	4803	4662	4285	4446	5323	3133	3629	4040	2494	3081	2461
"mRNA_3578"	34	96	65	204	307	179	214	326	388	1012	1068	860	560	355	374
"mRNA_3579"	6	3	1	268	549	472	13	35	99	250	260	295	255	274	13
"mRNA_3580"	66	47	73	531	662	622	48	64	105	360	268	217	331	248	105
"mRNA_3581"	72	89	103	2109	3844	3428	163	257	437	697	793	871	1284	1227	102
"mRNA_3582"	678	962	970	422	541	352	2752	3135	5168	2088	2308	2384	2025	1902	979
"mRNA_3583"	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"mRNA_3584"	18	110	88	4295	2601	1926	9593	11852	15046	18317	19539	18457	1549	1127	740
"mRNA_3585"	88	92	105	598	528	499	102	108	212	651	595	641	80	77	40
"mRNA_3586"	394	274	338	427	435	338	522	587	773	549	552	461	673	588	468
"mRNA_3587"	1408	1543	1282	2139	1599	1304	1314	1569	1628	1544	1582	1395	2556	1935	1486
"mRNA_3588"	526	902	768	2881	2416	2646	924	1042	1537	1893	2635	2416	892	1107	387
"mRNA_3589"	213	238	273	291	227	219	242	208	364	230	230	300	137	167	183
"mRNA_3590"	13749	17437	12625	16581	12051	10005	11466	13118	13290	9694	11663	9684	10235	8771	4918
"mRNA_3591"	58	68	111	100	76	80	101	138	185	74	88	82	112	120	108
"mRNA_3592"	393	405	382	558	604	485	404	505	658	554	647	557	649	461	464
"mRNA_3593"	779	1056	951	686	826	636	1043	1061	1281	881	982	994	1214	1182	1038
"mRNA_3594"	331	443	370	239	286	146	355	382	472	458	510	382	453	383	272
"mRNA_3595"	3	2	9	6	5	6	8	8	22	1	0	1	6	18	12
"mRNA_3596"	196	259	191	603	423	341	355	687	770	545	621	570	269	364	159
"mRNA_3597"	428	477	596	948	707	639	573	602	852	515	609	543	865	653	731
"mRNA_3598"	594	728	610	574	547	518	647	820	851	658	594	531	1455	952	1228
"mRNA_3599"	19724	13229	15552	12276	10376	8677	10036	11517	10998	8561	8925	7648	9638	8687	5174
"mRNA_3600"	2498	3055	2688	3344	3092	2591	2531	3087	3743	3018	3317	3482	2956	2987	1665
"mRNA_3601"	1521	1930	2453	3584	3263	3229	2012	1618	3057	1287	2002	2291	1569	1716	2191
"mRNA_3602"	1618	1259	1877	1896	1606	1194	2716	2761	3101	1801	2214	2031	2766	2412	2527
"mRNA_3603"	1459	1337	1481	873	956	669	1829	1588	2074	1490	1520	1360	1233	1156	828
"mRNA_3604"	771	836	906	1976	1838	1967	1272	1173	1822	1195	1224	1008	3498	3468	1743
"mRNA_3605"	2049	2569	2625	5926	4240	3330	3137	3617	3770	2414	3191	3265	3676	3306	2611
"mRNA_3606"	725	495	626	691	736	611	723	910	924	518	519	400	1371	978	1340
"mRNA_3607"	225	297	190	325	282	236	255	239	260	211	217	177	495	331	378
"mRNA_3608"	34	26	45	56	22	35	20	18	33	39	32	24	31	36	23
"mRNA_3609"	16063	12947	16028	7202	5635	4216	15928	16079	17780	7969	8181	7308	8874	9146	5622
"mRNA_3610"	2747	3028	2560	633	485	335	1578	1669	1421	615	659	606	1717	1477	1305
